document: titleLevel2,hit text: lemma,hit text: word,hit text: pos_full,count,numberOfDocs,subcorpusSize.documents,subcorpusSize.numberOfTokens
Algemeen Dagblad,kind,kinderen,nou-c(number=pl),72,40,260,101023
Algemeen Dagblad,maar,maar,adv(),72,48,260,101023
Algemeen Dagblad,zij,zij,"pd(type=pers,person=3,number=pl,position=pron,case=nom)",72,52,260,101023
Algemeen Dagblad,komen,komen,"vrb(finiteness=fin,mood=ind,tense=pres,number=pl)",72,54,260,101023
Algemeen Dagblad,jouw,je,"pd(type=poss,person=2,number=sg,position=prenom)",72,37,260,101023
Trouw,zo,zo,adv(),71,36,66,33056
De Volkskrant,wat,wat,"pd(type=w-p,position=pron)",71,27,63,38193
Algemeen Dagblad,uur,uur,"nou-c(gender=n,number=sg)",71,52,260,101023
Algemeen Dagblad,zijn,waren,"vrb(finiteness=fin,mood=ind,tense=past,number=pl)",70,46,260,101023
Het Parool,wel,wel,adv(),70,19,36,22852
NRC,hebben,had,"vrb(finiteness=fin,mood=ind,tense=past,number=sg)",70,32,76,38378
NRC,geen,geen,"pd(type=indef,position=prenom)",70,32,76,38378
Trouw,deze,deze,"pd(type=dem,position=prenom)",70,32,66,33056
NRC,onder,onder,adp(type=pre),69,29,76,38378
Algemeen Dagblad,dat,dat,"pd(type=dem,position=prenom)",69,55,260,101023
Algemeen Dagblad,aantal,aantal,"nou-c(gender=n,number=sg)",69,49,260,101023
Algemeen Dagblad,alles,alles,"pd(type=indef,position=pron)",69,48,260,101023
Het Parool,die,die,"pd(type=dem,position=prenom)",68,27,36,22852
Algemeen Dagblad,mogelijk,mogelijk,"aa(degree=pos,position=adv|pred)",68,54,260,101023
Algemeen Dagblad,eigen,eigen,"aa(degree=pos,position=prenom)",68,52,260,101023
Algemeen Dagblad,af,af,adp(type=post),68,50,260,101023
NRC,twee,twee,"num(type=card,position=prenom)",67,31,76,38378
NRC,die,die,"pd(type=dem,position=prenom)",67,32,76,38378
Algemeen Dagblad,dag,dag,"nou-c(gender=f|m,number=sg)",67,45,260,101023
NRC,wel,wel,adv(),67,31,76,38378
Algemeen Dagblad,zoals,zoals,conj(type=sub),67,51,260,101023
Het Parool,haar,haar,"pd(type=poss,person=3,number=sg,position=prenom)",67,15,36,22852
Algemeen Dagblad,nodig,nodig,"aa(degree=pos,position=adv|pred)",67,48,260,101023
Algemeen Dagblad,werk,werk,"nou-c(gender=n,number=sg)",67,38,260,101023
Algemeen Dagblad,huis,huis,"nou-c(gender=n,number=sg)",67,40,260,101023
Algemeen Dagblad,wie,wie,"pd(type=w-p,position=pron)",66,51,260,101023
NRC,nu,nu,adv(),66,34,76,38378
Algemeen Dagblad,afgelopen,afgelopen,"aa(position=prenom,degree=pos)",66,37,260,101023
Algemeen Dagblad,laat,later,"aa(degree=comp,position=adv|pred)",66,48,260,101023
Algemeen Dagblad,geld,geld,"nou-c(gender=n,number=sg)",66,34,260,101023
Het Parool,zo,zo,adv(),65,29,36,22852
De Volkskrant,waar,waar,"pd(type=w-p,position=pron,case=acc|dat)",65,28,63,38193
Algemeen Dagblad,zien,zien,vrb(finiteness=ger|inf),65,43,260,101023
NRC,mens,mensen,nou-c(number=pl),65,26,76,38378
Trouw,hun,hun,"pd(type=poss,person=3,number=pl,position=prenom)",65,26,66,33056
Het Parool,al,al,adv(),65,26,36,22852
Algemeen Dagblad,in,in,adp(type=post),65,51,260,101023
Algemeen Dagblad,meer,meer,"pd(type=indef,position=prenom)",64,38,260,101023
Het Parool,zijn,zijn,"pd(type=poss,person=3,number=sg,position=prenom)",64,18,36,22852
Het Parool,jaar,jaar,"nou-c(gender=n,number=sg)",64,25,36,22852
Trouw,worden,wordt,"vrb(finiteness=fin,mood=ind,tense=pres,number=sg,person=2|3,formal=infl-t)",64,34,66,33056
Algemeen Dagblad,snel,snel,"aa(degree=pos,position=adv|pred)",64,45,260,101023
Trouw,waar,waar,"pd(type=w-p,position=pron,case=acc|dat)",63,28,66,33056
Algemeen Dagblad,week,week,"nou-c(gender=f|m,number=sg)",63,52,260,101023
Algemeen Dagblad,utrecht,utrecht,nou-p(number=sg),63,30,260,101023
Het Parool,amsterdam,amsterdam,nou-p(number=sg),63,21,36,22852
Algemeen Dagblad,weten,weet,"vrb(finiteness=fin,mood=imp|ind,tense=pres,number=sg)",63,41,260,101023
Algemeen Dagblad,even,even,adv(),62,41,260,101023
Algemeen Dagblad,per,per,adp(type=pre),62,39,260,101023
Trouw,mijn,mijn,"pd(type=poss,person=1,number=sg,position=prenom)",62,13,66,33056
De Volkskrant,na,na,adp(type=pre),62,30,63,38193
Algemeen Dagblad,jongere,jongeren,nou-c(number=pl),62,16,260,101023
NRC,volgens,volgens,adp(type=pre),62,30,76,38378
Algemeen Dagblad,procent,procent,"nou-c(gender=n,number=sg)",62,30,260,101023
Algemeen Dagblad,krijgen,kreeg,"vrb(finiteness=fin,mood=ind,tense=past,number=sg)",61,46,260,101023
De Volkskrant,moeten,moet,"vrb(finiteness=fin,mood=imp|ind,tense=pres,number=sg)",61,32,63,38193
NRC,na,na,adp(type=pre),61,34,76,38378
NRC,hebben,hebben,"vrb(finiteness=fin,mood=ind,tense=pres,number=pl)",61,23,76,38378
De Volkskrant,dat,dat,"pd(type=rel,position=pron)",61,35,63,38193
Algemeen Dagblad,gaan,ging,"vrb(finiteness=fin,mood=ind,tense=past,number=sg)",61,43,260,101023
De Volkskrant,kunnen,kunnen,"vrb(finiteness=fin,mood=ind,tense=pres,number=pl)",60,30,63,38193
De Volkskrant,dan,dan,conj(type=sub),60,28,63,38193
NRC,dan,dan,adv(),60,26,76,38378
Algemeen Dagblad,plek,plek,"nou-c(gender=f|m,number=sg)",60,38,260,101023
De Volkskrant,mens,mensen,nou-c(number=pl),60,23,63,38193
NRC,zeggen,zegt,"vrb(finiteness=fin,mood=ind,tense=pres,number=sg,person=2|3,formal=infl-t)",59,19,76,38378
Algemeen Dagblad,bijvoorbeeld,bijvoorbeeld,adv(),59,42,260,101023
NRC,waar,waar,"pd(type=w-p,position=pron,case=acc|dat)",58,30,76,38378
De Volkskrant,kunnen,kan,"vrb(finiteness=fin,mood=imp|ind,tense=pres,number=sg)",58,34,63,38193
Algemeen Dagblad,zitten,zit,"vrb(finiteness=fin,mood=imp|ind,tense=pres,number=sg)",58,45,260,101023
Trouw,hoe,hoe,adv(),58,29,66,33056
Trouw,wat,wat,"pd(type=w-p,position=pron)",58,28,66,33056
Het Parool,dan,dan,adv(),58,21,36,22852
Het Parool,hebben,hebben,"vrb(finiteness=fin,mood=ind,tense=pres,number=pl)",58,23,36,22852
Het Parool,worden,wordt,"vrb(finiteness=fin,mood=ind,tense=pres,number=sg,person=2|3,formal=infl-t)",58,24,36,22852
Algemeen Dagblad,kunnen,kunnen,vrb(finiteness=ger|inf),58,45,260,101023
Algemeen Dagblad,staan,staan,"vrb(finiteness=fin,mood=ind,tense=pres,number=pl)",58,42,260,101023
Het Parool,of,of,conj(type=coor),57,24,36,22852
Algemeen Dagblad,ik,mij,"pd(type=pers|refl,person=1,number=sg,position=pron,case=acc|dat)",57,36,260,101023
NRC,tegen,tegen,adp(type=pre),56,24,76,38378
Algemeen Dagblad,helemaal,helemaal,adv(),56,48,260,101023
Algemeen Dagblad,vooral,vooral,adv(),56,44,260,101023
Algemeen Dagblad,gaan,gaan,"vrb(finiteness=fin,mood=ind,tense=pres,number=pl)",56,47,260,101023
NRC,dan,dan,conj(type=sub),56,29,76,38378
Algemeen Dagblad,lang,lang,"aa(degree=pos,position=adv|pred)",56,48,260,101023
Algemeen Dagblad,leven,leven,"nou-c(gender=n,number=sg)",56,36,260,101023
Algemeen Dagblad,samen,samen,adv(),55,47,260,101023
De Volkskrant,volgens,volgens,adp(type=pre),55,29,63,38193
NRC,dit,dit,"pd(type=dem,position=prenom)",55,28,76,38378
De Volkskrant,hebben,had,"vrb(finiteness=fin,mood=ind,tense=past,number=sg)",55,24,63,38193
NRC,daar,daar,"pd(type=dem,position=pron)",55,24,76,38378
Algemeen Dagblad,willen,wilde,"vrb(finiteness=fin,mood=ind,tense=past,number=sg)",55,37,260,101023
Trouw,volgens,volgens,adp(type=pre),55,32,66,33056
Algemeen Dagblad,u,u,"pd(type=pers,person=2,number=sg,position=pron,case=nom)",55,17,260,101023
Algemeen Dagblad,krijgen,krijgt,"vrb(finiteness=fin,mood=ind,tense=pres,number=sg,person=2|3,formal=infl-t)",54,40,260,101023
Algemeen Dagblad,terug,terug,adv(),54,39,260,101023
NRC,worden,werd,"vrb(finiteness=fin,mood=ind,tense=past,number=sg)",54,30,76,38378
Algemeen Dagblad,inmiddels,inmiddels,adv(),54,45,260,101023
Algemeen Dagblad,goed,beter,"aa(degree=comp,position=adv|pred)",54,41,260,101023
Het Parool,uit,uit,adp(type=pre),54,23,36,22852
Algemeen Dagblad,komen,komen,vrb(finiteness=ger|inf),54,46,260,101023
Algemeen Dagblad,zullen,zal,"vrb(finiteness=fin,mood=imp|ind,tense=pres,number=sg)",54,39,260,101023
Trouw,gaan,gaat,"vrb(finiteness=fin,mood=ind,tense=pres,number=sg,person=2|3,formal=infl-t)",53,32,66,33056
De Volkskrant,mijn,mijn,"pd(type=poss,person=1,number=sg,position=prenom)",53,20,63,38193
Algemeen Dagblad,bijna,bijna,adv(),53,41,260,101023
De Volkskrant,ander,andere,"aa(degree=pos,position=prenom,formal=infl-e)",53,27,63,38193
Trouw,moeten,moet,"vrb(finiteness=fin,mood=imp|ind,tense=pres,number=sg)",53,25,66,33056
Algemeen Dagblad,de,de,nou-p(part-of-multiword=true),53,30,260,101023
Het Parool,hebben,heeft,"vrb(finiteness=fin,mood=ind,tense=pres,number=sg,person=2|3,formal=infl-t)",52,26,36,22852
Algemeen Dagblad,vrouw,vrouw,"nou-c(gender=f|m,number=sg)",52,27,260,101023
De Volkskrant,zullen,zou,"vrb(finiteness=fin,mood=ind,tense=past,number=sg)",52,26,63,38193
NRC,zijn,zijn,vrb(finiteness=ger|inf),52,28,76,38378
Trouw,zeggen,zegt,"vrb(finiteness=fin,mood=ind,tense=pres,number=sg,person=2|3,formal=infl-t)",52,20,66,33056
NRC,van,van,nou-p(part-of-multiword=true),52,17,76,38378
NRC,hij,hem,"pd(type=pers,person=3,gender=m,number=sg,position=pron,case=acc|dat)",52,22,76,38378
Algemeen Dagblad,eens,eens,adv(),52,34,260,101023
Algemeen Dagblad,bedrijf,bedrijf,"nou-c(gender=n,number=sg)",52,27,260,101023
Het Parool,over,over,adp(type=pre),51,23,36,22852
Het Parool,mens,mensen,nou-c(number=pl),51,16,36,22852
De Volkskrant,nieuw,nieuwe,"aa(degree=pos,position=prenom,formal=infl-e)",51,27,63,38193
Het Parool,als,als,adp(type=pre),51,21,36,22852
Het Parool,nu,nu,adv(),51,20,36,22852
Algemeen Dagblad,rotterdam,rotterdam,nou-p(number=sg),51,26,260,101023
Algemeen Dagblad,nooit,nooit,adv(),51,40,260,101023
Het Parool,wat,wat,"pd(type=w-p,position=pron)",51,19,36,22852
De Volkskrant,een,een,"num(type=card,position=prenom)",51,24,63,38193
NRC,hoe,hoe,adv(),51,25,76,38378
Trouw,dat,dat,"pd(type=rel,position=pron)",51,26,66,33056
Algemeen Dagblad,elkaar,elkaar,"pd(type=recip,number=pl,position=pron,case=acc|dat)",51,36,260,101023
Het Parool,zich,zich,"pd(type=refl,person=3,position=pron,case=acc|dat)",51,20,36,22852
Algemeen Dagblad,mogen,mag,"vrb(finiteness=fin,mood=imp|ind,tense=pres,number=sg)",51,46,260,101023
Het Parool,mijn,mijn,"pd(type=poss,person=1,number=sg,position=prenom)",50,11,36,22852
Trouw,tegen,tegen,adp(type=pre),50,22,66,33056
Het Parool,meer,meer,"pd(type=indef,position=pron)",50,25,36,22852
NRC,zelf,zelf,adv(),50,26,76,38378
Algemeen Dagblad,onderzoek,onderzoek,"nou-c(gender=n,number=sg)",50,29,260,101023
Algemeen Dagblad,niets,niets,"pd(type=indef,position=pron)",50,35,260,101023
NRC,moeten,moet,"vrb(finiteness=fin,mood=imp|ind,tense=pres,number=sg)",50,30,76,38378
Algemeen Dagblad,worden,werden,"vrb(finiteness=fin,mood=ind,tense=past,number=pl)",50,33,260,101023
Trouw,dan,dan,conj(type=sub),50,25,66,33056
Algemeen Dagblad,vorig,vorig,"aa(degree=pos,position=prenom)",50,34,260,101023
Trouw,twee,twee,"num(type=card,position=prenom)",49,30,66,33056
Algemeen Dagblad,te,te,adv(),49,40,260,101023
Algemeen Dagblad,geleden,geleden,adv(),49,39,260,101023
Het Parool,geen,geen,"pd(type=indef,position=prenom)",49,23,36,22852
De Volkskrant,moeten,moeten,"vrb(finiteness=fin,mood=ind,tense=pres,number=pl)",49,22,63,38193
Algemeen Dagblad,soms,soms,adv(),49,39,260,101023
Algemeen Dagblad,laten,laat,"vrb(finiteness=fin,mood=imp|ind,tense=pres,number=sg)",49,40,260,101023
Trouw,veel,veel,"pd(type=indef,position=prenom)",49,23,66,33056
Trouw,hebben,had,"vrb(finiteness=fin,mood=ind,tense=past,number=sg)",49,24,66,33056
Algemeen Dagblad,vanwege,vanwege,adp(type=pre),48,42,260,101023
Het Parool,heel,heel,"aa(degree=pos,position=adv|pred)",48,15,36,22852
NRC,alleen,alleen,adv(),48,25,76,38378
Trouw,onder,onder,adp(type=pre),48,22,66,33056
NRC,gaan,gaat,"vrb(finiteness=fin,mood=ind,tense=pres,number=sg,person=2|3,formal=infl-t)",48,28,76,38378
Het Parool,zeggen,zegt,"vrb(finiteness=fin,mood=ind,tense=pres,number=sg,person=2|3,formal=infl-t)",48,16,36,22852
Algemeen Dagblad,blijven,blijft,"vrb(finiteness=fin,mood=ind,tense=pres,number=sg,person=2|3,formal=infl-t)",48,43,260,101023
Algemeen Dagblad,zeker,zeker,"aa(degree=pos,position=adv|pred)",48,40,260,101023
De Volkskrant,groot,grote,"aa(degree=pos,position=prenom,formal=infl-e)",48,25,63,38193
Trouw,worden,worden,vrb(finiteness=ger|inf),48,31,66,33056
NRC,kind,kinderen,nou-c(number=pl),48,10,76,38378
Trouw,omdat,omdat,conj(type=sub),48,24,66,33056
Het Parool,tot,tot,adp(type=pre),48,22,36,22852
Algemeen Dagblad,toe,toe,adp(type=post),48,38,260,101023
Het Parool,daar,daar,"pd(type=dem,position=pron)",47,18,36,22852
Algemeen Dagblad,vanaf,vanaf,adp(type=pre),47,38,260,101023
Algemeen Dagblad,extra,extra,"aa(degree=pos,position=prenom)",47,34,260,101023
Algemeen Dagblad,kunnen,kon,"vrb(finiteness=fin,mood=ind,tense=past,number=sg)",47,33,260,101023
Algemeen Dagblad,zonder,zonder,adp(type=pre),47,37,260,101023
Algemeen Dagblad,daarom,daarom,adv(),47,37,260,101023
NRC,school,school,"nou-c(gender=f|m,number=sg)",47,7,76,38378
NRC,veel,veel,"pd(type=indef,position=prenom)",47,23,76,38378
Algemeen Dagblad,vertellen,vertelt,"vrb(finiteness=fin,mood=ind,tense=pres,number=sg,person=2|3,formal=infl-t)",46,30,260,101023
NRC,amsterdam,amsterdam,nou-p(number=sg),46,24,76,38378
De Volkskrant,alleen,alleen,adv(),46,28,63,38193
De Volkskrant,daar,daar,"pd(type=dem,position=pron)",46,25,63,38193
Trouw,willen,wil,"vrb(finiteness=fin,mood=imp|ind,tense=pres,number=sg)",46,25,66,33056
Trouw,na,na,adp(type=pre),46,27,66,33056
Algemeen Dagblad,vinden,vindt,"vrb(finiteness=fin,mood=ind,tense=pres,number=sg,person=2|3,formal=infl-t)",46,41,260,101023
Trouw,goed,goed,"aa(degree=pos,position=adv|pred)",45,22,66,33056
De Volkskrant,worden,worden,"vrb(finiteness=fin,mood=ind,tense=pres,number=pl)",45,28,63,38193
Algemeen Dagblad,natuurlijk,natuurlijk,"aa(degree=pos,position=adv|pred)",45,32,260,101023
Trouw,gaan,gaan,vrb(finiteness=ger|inf),45,26,66,33056
Algemeen Dagblad,sinds,sinds,adp(type=pre),45,39,260,101023
NRC,worden,worden,vrb(finiteness=ger|inf),45,29,76,38378
NRC,eerste,eerste,"num(type=ord,position=prenom)",45,22,76,38378
Algemeen Dagblad,of,of,conj(type=sub),45,36,260,101023
Trouw,worden,werd,"vrb(finiteness=fin,mood=ind,tense=past,number=sg)",45,23,66,33056
De Volkskrant,tegen,tegen,adp(type=pre),44,24,63,38193
Algemeen Dagblad,hebben,hebben,vrb(finiteness=ger|inf),44,35,260,101023
Het Parool,worden,werd,"vrb(finiteness=fin,mood=ind,tense=past,number=sg)",44,20,36,22852
NRC,zoals,zoals,conj(type=sub),44,27,76,38378
Algemeen Dagblad,zij,haar,"pd(type=pers,person=3,gender=f,number=sg,position=pron,case=acc|dat)",44,26,260,101023
Trouw,ander,andere,"aa(degree=pos,position=prenom,formal=infl-e)",44,29,66,33056
De Volkskrant,alle,alle,"pd(type=indef,position=pron)",44,25,63,38193
De Volkskrant,hoe,hoe,adv(),44,22,63,38193
Het Parool,willen,wil,"vrb(finiteness=fin,mood=imp|ind,tense=pres,number=sg)",44,20,36,22852
De Volkskrant,maken,maken,vrb(finiteness=ger|inf),44,28,63,38193
De Volkskrant,eigen,eigen,"aa(degree=pos,position=prenom)",44,18,63,38193
Trouw,zullen,zou,"vrb(finiteness=fin,mood=ind,tense=past,number=sg)",43,25,66,33056
Trouw,hebben,heb,"vrb(finiteness=fin,mood=imp|ind,tense=pres,number=sg)",43,13,66,33056
Algemeen Dagblad,week,weken,nou-c(number=pl),43,33,260,101023
Trouw,zelf,zelf,adv(),43,24,66,33056
De Volkskrant,omdat,omdat,conj(type=sub),42,27,63,38193
Trouw,toch,toch,adv(),42,25,66,33056
Algemeen Dagblad,iedereen,iedereen,"pd(type=indef,position=pron)",42,31,260,101023
Algemeen Dagblad,haag,haag,nou-p(part-of-multiword=true),42,22,260,101023
Het Parool,kunnen,kan,"vrb(finiteness=fin,mood=imp|ind,tense=pres,number=sg)",42,19,36,22852
Algemeen Dagblad,naast,naast,adp(type=pre),42,36,260,101023
Algemeen Dagblad,doen,doet,"vrb(finiteness=fin,mood=ind,tense=pres,number=sg,person=2|3,formal=infl-t)",42,33,260,101023
Trouw,dit,dit,"pd(type=dem,position=prenom)",42,24,66,33056
NRC,europees,europese,"aa(degree=pos,position=prenom,formal=infl-e)",42,15,76,38378
Algemeen Dagblad,vier,vier,"num(type=card,position=prenom)",42,31,260,101023
Algemeen Dagblad,woning,woningen,nou-c(number=pl),42,14,260,101023
De Volkskrant,tijd,tijd,"nou-c(gender=f|m,number=sg)",42,23,63,38193
Trouw,kunnen,kunnen,"vrb(finiteness=fin,mood=ind,tense=pres,number=pl)",42,25,66,33056
Algemeen Dagblad,nederlands,nederlandse,"aa(degree=pos,position=prenom,formal=infl-e)",42,31,260,101023
Trouw,komen,komt,"vrb(finiteness=fin,mood=ind,tense=pres,number=sg,person=2|3,formal=infl-t)",41,26,66,33056
NRC,die,die,"pd(type=dem,position=pron)",41,24,76,38378
NRC,dus,dus,adv(),41,19,76,38378
NRC,dit,dit,"pd(type=dem,position=pron)",41,21,76,38378
Trouw,europees,europese,"aa(degree=pos,position=prenom,formal=infl-e)",41,13,66,33056
Het Parool,stad,stad,"nou-c(gender=f|m,number=sg)",41,13,36,22852
Algemeen Dagblad,moment,moment,"nou-c(gender=n,number=sg)",41,31,260,101023
Algemeen Dagblad,laat,laatste,"aa(degree=sup,position=prenom,formal=infl-e)",41,35,260,101023
De Volkskrant,veel,veel,"pd(type=indef,position=prenom)",41,23,63,38193
Algemeen Dagblad,zelfs,zelfs,adv(),40,34,260,101023
Trouw,weer,weer,adv(),40,23,66,33056
De Volkskrant,nederland,nederland,nou-p(number=sg),40,19,63,38193
Algemeen Dagblad,wonen,wonen,vrb(finiteness=ger|inf),40,19,260,101023
Algemeen Dagblad,anders,anders,adv(),40,33,260,101023
De Volkskrant,dit,dit,"pd(type=dem,position=prenom)",40,26,63,38193
De Volkskrant,aan,aan,adp(type=post),40,27,63,38193
NRC,nederland,nederland,nou-p(number=sg),40,15,76,38378
Algemeen Dagblad,misschien,misschien,adv(),40,28,260,101023
Trouw,tijd,tijd,"nou-c(gender=f|m,number=sg)",40,19,66,33056
Algemeen Dagblad,minder,minder,"pd(type=indef,position=pron)",40,28,260,101023
Algemeen Dagblad,maand,maanden,nou-c(number=pl),40,34,260,101023
Algemeen Dagblad,maken,gemaakt,"vrb(finiteness=part,tense=past)",40,32,260,101023
De Volkskrant,zij,zij,"pd(type=pers,person=3,number=pl,position=pron,case=nom)",40,19,63,38193
Algemeen Dagblad,toen,toen,adv(),40,32,260,101023
NRC,zullen,zou,"vrb(finiteness=fin,mood=ind,tense=past,number=sg)",39,20,76,38378
NRC,vooral,vooral,adv(),39,25,76,38378
NRC,nieuw,nieuwe,"aa(degree=pos,position=prenom,formal=infl-e)",39,22,76,38378
Algemeen Dagblad,via,via,adp(type=pre),39,28,260,101023
Algemeen Dagblad,binnen,binnen,adp(type=pre),39,34,260,101023
Algemeen Dagblad,brand,brand,"nou-c(gender=f|m,number=sg)",39,13,260,101023
Algemeen Dagblad,vinden,vind,"vrb(finiteness=fin,mood=imp|ind,tense=pres,number=sg)",39,24,260,101023
Algemeen Dagblad,pas,pas,adv(),39,29,260,101023
Algemeen Dagblad,land,land,"nou-c(gender=n,number=sg)",39,28,260,101023
De Volkskrant,zijn,zijn,vrb(finiteness=ger|inf),39,24,63,38193
De Volkskrant,euro,euro,"nou-c(gender=f|m,number=sg)",39,13,63,38193
Algemeen Dagblad,graag,graag,adv(),39,27,260,101023
Algemeen Dagblad,hebben,hadden,"vrb(finiteness=fin,mood=ind,tense=past,number=pl)",39,31,260,101023
De Volkskrant,op,op,adp(type=post),39,28,63,38193
Algemeen Dagblad,iemand,iemand,"pd(type=indef,position=pron)",39,27,260,101023
Het Parool,veel,veel,"pd(type=indef,position=pron)",39,19,36,22852
Algemeen Dagblad,krijgen,krijgen,vrb(finiteness=ger|inf),38,26,260,101023
Algemeen Dagblad,eerder,eerder,adv(),38,35,260,101023
Trouw,daar,daar,"pd(type=dem,position=pron)",38,18,66,33056
Algemeen Dagblad,geven,geven,vrb(finiteness=ger|inf),38,32,260,101023
Algemeen Dagblad,club,club,"nou-c(gender=f|m,number=sg)",38,14,260,101023
NRC,tussen,tussen,adp(type=pre),38,23,76,38378
Trouw,procent,procent,"nou-c(gender=n,number=sg)",38,15,66,33056
Algemeen Dagblad,allemaal,allemaal,adv(),38,31,260,101023
Het Parool,hoe,hoe,adv(),38,15,36,22852
Trouw,worden,worden,"vrb(finiteness=fin,mood=ind,tense=pres,number=pl)",38,17,66,33056
De Volkskrant,van,van,nou-p(part-of-multiword=true),38,15,63,38193
Het Parool,zullen,zou,"vrb(finiteness=fin,mood=ind,tense=past,number=sg)",37,19,36,22852
NRC,goed,goed,"aa(degree=pos,position=adv|pred)",37,20,76,38378
Algemeen Dagblad,laten,laten,vrb(finiteness=ger|inf),37,31,260,101023
De Volkskrant,komen,komt,"vrb(finiteness=fin,mood=ind,tense=pres,number=sg,person=2|3,formal=infl-t)",37,24,63,38193
Algemeen Dagblad,daarna,daarna,adv(),37,29,260,101023
Algemeen Dagblad,bewoner,bewoners,nou-c(number=pl),37,21,260,101023
Algemeen Dagblad,weg,weg,"nou-c(gender=f|m,number=sg)",37,25,260,101023
Het Parool,moeten,moet,"vrb(finiteness=fin,mood=imp|ind,tense=pres,number=sg)",37,18,36,22852
NRC,zijn,waren,"vrb(finiteness=fin,mood=ind,tense=past,number=pl)",37,21,76,38378
De Volkskrant,dit,dit,"pd(type=dem,position=pron)",37,21,63,38193
Het Parool,hebben,heb,"vrb(finiteness=fin,mood=imp|ind,tense=pres,number=sg)",37,13,36,22852
Algemeen Dagblad,oud,oude,"aa(degree=pos,position=prenom,formal=infl-e)",37,28,260,101023
