document: titleLevel2,hit text: lemma,hit text: word,hit text: pos_full,count,numberOfDocs,subcorpusSize.documents,subcorpusSize.numberOfTokens
De Ware Tijd,deze,deze,"pd(type=dem,position=prenom)",77,39,76,28561
Het Nieuwsblad,meteen,meteen,adv(),77,66,954,142827
Het Belang van Limburg,te,te,adp(type=pre),77,36,81,8993
De Standaard,nieuw,nieuwe,"aa(degree=pos,position=prenom,formal=infl-e)",77,42,148,48749
Het Nieuwsblad,staan,staat,"vrb(finiteness=fin,mood=ind,tense=pres,number=sg,person=2|3,formal=infl-t)",77,69,954,142827
Het Nieuwsblad,kind,kinderen,nou-c(number=pl),77,50,954,142827
Het Nieuwsblad,helft,helft,"nou-c(gender=f|m,number=sg)",76,60,954,142827
Het Nieuwsblad,goed,beter,"aa(degree=comp,position=adv|pred)",76,58,954,142827
Het Nieuwsblad,alles,alles,"pd(type=indef,position=pron)",76,59,954,142827
De Standaard,zullen,zou,"vrb(finiteness=fin,mood=ind,tense=past,number=sg)",75,43,148,48749
Het Nieuwsblad,zonder,zonder,adp(type=pre),75,60,954,142827
De Standaard,willen,wil,"vrb(finiteness=fin,mood=imp|ind,tense=pres,number=sg)",75,51,148,48749
Het Nieuwsblad,hoe,hoe,adv(),75,60,954,142827
Het Nieuwsblad,jaar,jaren,nou-c(number=pl),75,66,954,142827
Het Nieuwsblad,stad,stad,"nou-c(gender=f|m,number=sg)",75,43,954,142827
Het Nieuwsblad,zoals,zoals,conj(type=sub),75,65,954,142827
Het Nieuwsblad,gisteren,gisteren,adv(),74,63,954,142827
De Standaard,als,als,adp(type=pre),74,45,148,48749
Het Nieuwsblad,terug,terug,adv(),74,62,954,142827
Het Nieuwsblad,samen,samen,adv(),73,64,954,142827
Het Nieuwsblad,langs,langs,adp(type=pre),73,59,954,142827
Het Nieuwsblad,zes,zes,"num(type=card,position=prenom)",73,69,954,142827
Het Nieuwsblad,wie,wie,"pd(type=w-p,position=pron)",72,64,954,142827
Gazet van Antwerpen,al,al,adv(),72,52,229,28264
Het Nieuwsblad,iedereen,iedereen,"pd(type=indef,position=pron)",72,59,954,142827
Het Nieuwsblad,lang,lang,"aa(degree=pos,position=adv|pred)",72,63,954,142827
De Ware Tijd,nog,nog,adv(),72,34,76,28561
De Standaard,ons,onze,"pd(type=poss,person=1,number=pl,position=prenom)",72,46,148,48749
Het Nieuwsblad,doen,doen,vrb(finiteness=ger|inf),71,59,954,142827
Het Nieuwsblad,aantal,aantal,"nou-c(gender=n,number=sg)",71,50,954,142827
Het Nieuwsblad,jong,jonge,"aa(degree=pos,position=prenom,formal=infl-e)",71,43,954,142827
De Standaard,een,een,"num(type=card,position=prenom)",70,44,148,48749
De Standaard,zo,zo,adv(),70,45,148,48749
Het Nieuwsblad,elk,elke,"pd(type=indef,position=prenom)",70,57,954,142827
De Standaard,wat,wat,"pd(type=w-p,position=pron)",69,41,148,48749
Het Nieuwsblad,1,1,"num(type=card,position=oth|pred)",69,30,954,142827
De Ware Tijd,als,als,conj(type=sub),68,35,76,28561
Gazet van Antwerpen,uit,uit,adp(type=pre),68,57,229,28264
Het Nieuwsblad,volgend,volgende,"aa(degree=pos,position=prenom,formal=infl-e)",68,60,954,142827
Het Nieuwsblad,dat,dat,"pd(type=dem,position=prenom)",68,63,954,142827
Gazet van Antwerpen,na,na,adp(type=pre),68,51,229,28264
Het Nieuwsblad,komen,kwamen,"vrb(finiteness=fin,mood=ind,tense=past,number=pl)",68,60,954,142827
Het Nieuwsblad,verder,verder,"aa(degree=pos,position=adv|pred)",68,63,954,142827
Het Nieuwsblad,manier,manier,"nou-c(gender=f|m,number=sg)",68,58,954,142827
Gazet van Antwerpen,wij,we,"pd(type=pers,person=1,number=pl,position=pron,case=nom)",68,36,229,28264
Het Nieuwsblad,kans,kansen,nou-c(number=pl),67,50,954,142827
De Standaard,mens,mensen,nou-c(number=pl),67,33,148,48749
De Standaard,van,van,nou-p(part-of-multiword=true),67,28,148,48749
Het Nieuwsblad,info,info,"nou-c(gender=f|m,number=sg)",67,64,954,142827
De Standaard,belgie,belgie,nou-p(number=sg),66,27,148,48749
Het Nieuwsblad,laten,laten,vrb(finiteness=ger|inf),66,56,954,142827
Het Nieuwsblad,staan,staan,"vrb(finiteness=fin,mood=ind,tense=pres,number=pl)",66,59,954,142827
Het Nieuwsblad,meer,meer,"pd(type=indef,position=prenom)",66,59,954,142827
De Standaard,de,de,nou-p(part-of-multiword=true),66,34,148,48749
Het Nieuwsblad,vorig,vorige,"aa(degree=pos,position=prenom,formal=infl-e)",66,61,954,142827
Het Nieuwsblad,leuven,leuven,nou-p(number=sg),65,38,954,142827
Gazet van Antwerpen,over,over,adp(type=pre),65,50,229,28264
Het Nieuwsblad,vlaams,vlaamse,"aa(degree=pos,position=prenom,formal=infl-e)",65,48,954,142827
Het Nieuwsblad,even,even,adv(),65,54,954,142827
Het Nieuwsblad,per,per,adp(type=pre),65,49,954,142827
De Standaard,mijn,mijn,"pd(type=poss,person=1,number=sg,position=prenom)",65,23,148,48749
De Ware Tijd,tot,tot,adp(type=pre),65,36,76,28561
Het Nieuwsblad,cd&v,cd&v,nou-p(number=sg),65,55,954,142827
Het Nieuwsblad,minuut,minuten,nou-c(number=pl),64,47,954,142827
Het Nieuwsblad,laat,laatste,"aa(degree=sup,position=prenom,formal=infl-e)",64,56,954,142827
De Ware Tijd,mijn,mijn,"pd(type=poss,person=1,number=sg,position=prenom)",64,11,76,28561
Het Nieuwsblad,kunnen,konden,"vrb(finiteness=fin,mood=ind,tense=past,number=pl)",64,54,954,142827
De Standaard,zonder,zonder,adp(type=pre),64,57,148,48749
De Standaard,hebben,had,"vrb(finiteness=fin,mood=ind,tense=past,number=sg)",63,35,148,48749
De Ware Tijd,jaar,jaar,"nou-c(gender=n,number=sg)",63,29,76,28561
De Ware Tijd,kunnen,kan,"vrb(finiteness=fin,mood=imp|ind,tense=pres,number=sg)",63,33,76,28561
Het Nieuwsblad,vandaag,vandaag,adv(),63,54,954,142827
Het Nieuwsblad,blijven,blijft,"vrb(finiteness=fin,mood=ind,tense=pres,number=sg,person=2|3,formal=infl-t)",63,57,954,142827
Gazet van Antwerpen,nieuw,nieuwe,"aa(degree=pos,position=prenom,formal=infl-e)",63,37,229,28264
De Ware Tijd,zich,zich,"pd(type=refl,person=3,position=pron,case=acc|dat)",62,34,76,28561
Het Nieuwsblad,eigen,eigen,"aa(degree=pos,position=prenom)",62,52,954,142827
Het Nieuwsblad,hoogte,hoogte,"nou-c(gender=f|m,number=sg)",62,46,954,142827
Gazet van Antwerpen,worden,wordt,"vrb(finiteness=fin,mood=ind,tense=pres,number=sg,person=2|3,formal=infl-t)",62,51,229,28264
Het Nieuwsblad,zij,zij,"pd(type=pers,person=3,number=pl,position=pron,case=nom)",62,48,954,142827
Gazet van Antwerpen,meer,meer,"pd(type=indef,position=pron)",62,47,229,28264
De Ware Tijd,vrouw,vrouwen,nou-c(number=pl),62,10,76,28561
Gazet van Antwerpen,van,van,nou-p(part-of-multiword=true),62,35,229,28264
Het Nieuwsblad,komen,komen,vrb(finiteness=ger|inf),61,55,954,142827
Het Belang van Limburg,ook,ook,adv(),61,33,81,8993
De Ware Tijd,al,al,adv(),61,33,76,28561
Het Nieuwsblad,dag,dag,"nou-c(gender=f|m,number=sg)",60,48,954,142827
Gazet van Antwerpen,als,als,conj(type=sub),60,43,229,28264
De Ware Tijd,haar,haar,"pd(type=poss,person=3,number=sg,position=prenom)",60,28,76,28561
De Ware Tijd,twee,twee,"num(type=card,position=prenom)",60,33,76,28561
Het Nieuwsblad,terecht,terecht,"aa(degree=pos,position=adv|pred)",60,53,954,142827
Het Nieuwsblad,huis,huis,"nou-c(gender=n,number=sg)",60,46,954,142827
Het Belang van Limburg,er,er,"pd(type=pers,person=3,number=pl|sg,position=pron)",59,35,81,8993
Starnieuws,en,en,conj(type=coor),59,10,11,3035
Het Nieuwsblad,nodig,nodig,"aa(degree=pos,position=adv|pred)",59,48,954,142827
Het Nieuwsblad,maken,maakte,"vrb(finiteness=fin,mood=ind,tense=past,number=sg)",59,55,954,142827
Het Nieuwsblad,tien,tien,"num(type=card,position=prenom)",59,50,954,142827
Het Nieuwsblad,schip,schepen,nou-c(number=pl),59,45,954,142827
De Standaard,daar,daar,"pd(type=dem,position=pron)",58,45,148,48749
Het Nieuwsblad,zwaar,zwaar,"aa(degree=pos,position=adv|pred)",58,48,954,142827
De Ware Tijd,hun,hun,"pd(type=poss,person=3,number=pl,position=prenom)",58,30,76,28561
Starnieuws,het,het,"pd(type=d-p,subtype=art-def)",58,11,11,3035
Het Nieuwsblad,krijgen,kregen,"vrb(finiteness=fin,mood=ind,tense=past,number=pl)",58,56,954,142827
Het Nieuwsblad,ons,ons,"pd(type=poss,person=1,number=pl,position=prenom)",58,48,954,142827
Het Nieuwsblad,echt,echt,"aa(degree=pos,position=adv|pred)",58,52,954,142827
Het Nieuwsblad,oud,oude,"aa(degree=pos,position=prenom,formal=infl-e)",57,37,954,142827
Het Nieuwsblad,werk,werken,nou-c(number=pl),57,37,954,142827
Het Nieuwsblad,klasse,klasse,"nou-c(gender=f|m,number=sg)",57,37,954,142827
Het Nieuwsblad,verschillend,verschillende,"aa(degree=pos,position=prenom,formal=infl-e)",57,52,954,142827
De Standaard,euro,euro,"nou-c(gender=f|m,number=sg)",57,27,148,48749
Het Nieuwsblad,laat,later,"aa(degree=comp,position=adv|pred)",57,51,954,142827
De Standaard,op,op,adp(type=post),57,42,148,48749
Gazet van Antwerpen,nu,nu,adv(),57,46,229,28264
De Standaard,enkele,enkele,"pd(type=indef,position=prenom)",57,38,148,48749
De Standaard,dit,dit,"pd(type=dem,position=prenom)",56,45,148,48749
De Standaard,alleen,alleen,adv(),56,35,148,48749
Het Nieuwsblad,maand,maanden,nou-c(number=pl),56,46,954,142827
De Standaard,omdat,omdat,conj(type=sub),56,35,148,48749
Het Nieuwsblad,mogelijk,mogelijk,"aa(degree=pos,position=adv|pred)",56,53,954,142827
Het Nieuwsblad,krijgen,krijgt,"vrb(finiteness=fin,mood=ind,tense=pres,number=sg,person=2|3,formal=infl-t)",55,47,954,142827
De Ware Tijd,worden,werd,"vrb(finiteness=fin,mood=ind,tense=past,number=sg)",55,37,76,28561
Het Nieuwsblad,spelen,speelde,"vrb(finiteness=fin,mood=ind,tense=past,number=sg)",55,43,954,142827
Het Nieuwsblad,elkaar,elkaar,"pd(type=recip,number=pl,position=pron,case=acc|dat)",55,48,954,142827
Het Nieuwsblad,groep,groep,"nou-c(gender=f|m,number=sg)",55,44,954,142827
Het Nieuwsblad,match,match,"nou-c(gender=f|m,number=sg)",55,41,954,142827
Het Nieuwsblad,kans,kans,"nou-c(gender=f|m,number=sg)",55,49,954,142827
Het Nieuwsblad,burgemeester,burgemeester,"nou-c(gender=f|m,number=sg)",55,38,954,142827
Het Nieuwsblad,duidelijk,duidelijk,"aa(degree=pos,position=adv|pred)",55,50,954,142827
De Standaard,worden,worden,"vrb(finiteness=fin,mood=ind,tense=pres,number=pl)",55,43,148,48749
Het Nieuwsblad,zowel,zowel,adv(),55,50,954,142827
Het Nieuwsblad,richting,richting,"nou-c(gender=f|m,number=sg)",55,33,954,142827
Starnieuws,een,een,"pd(type=indef,subtype=art-indef)",54,11,11,3035
De Standaard,komen,komt,"vrb(finiteness=fin,mood=ind,tense=pres,number=sg,person=2|3,formal=infl-t)",54,36,148,48749
Gazet van Antwerpen,hun,hun,"pd(type=poss,person=3,number=pl,position=prenom)",54,38,229,28264
Het Nieuwsblad,vier,vier,"num(type=card,position=prenom)",54,47,954,142827
De Standaard,zijn,zijn,vrb(finiteness=ger|inf),54,40,148,48749
De Standaard,groot,grote,"aa(degree=pos,position=prenom,formal=infl-e)",54,37,148,48749
Starnieuws,zijn,is,"vrb(finiteness=fin,mood=imp|ind,tense=pres,number=sg)",53,11,11,3035
Gazet van Antwerpen,zich,zich,"pd(type=refl,person=3,position=pron,case=acc|dat)",53,41,229,28264
Het Belang van Limburg,aan,aan,adp(type=pre),53,31,81,8993
De Ware Tijd,moeten,moet,"vrb(finiteness=fin,mood=imp|ind,tense=pres,number=sg)",53,28,76,28561
Het Nieuwsblad,helemaal,helemaal,adv(),53,50,954,142827
Gazet van Antwerpen,hebben,hebben,"vrb(finiteness=fin,mood=ind,tense=pres,number=pl)",53,41,229,28264
De Standaard,kunnen,kunnen,"vrb(finiteness=fin,mood=ind,tense=pres,number=pl)",53,37,148,48749
Gazet van Antwerpen,wel,wel,adv(),53,43,229,28264
De Standaard,toch,toch,adv(),53,37,148,48749
Het Nieuwsblad,nieuw,nieuw,"aa(degree=pos,position=prenom)",52,47,954,142827
Het Nieuwsblad,toen,toen,adv(),52,43,954,142827
Het Nieuwsblad,vijf,vijf,"num(type=card,position=prenom)",52,48,954,142827
Het Nieuwsblad,2,2,"num(type=card,position=oth|pred)",51,16,954,142827
De Standaard,eerste,eerste,"num(type=ord,position=prenom)",51,26,148,48749
Het Nieuwsblad,steeds,steeds,adv(),51,43,954,142827
De Standaard,deze,deze,"pd(type=dem,position=prenom)",51,34,148,48749
Het Nieuwsblad,moeten,moeten,vrb(finiteness=ger|inf),51,44,954,142827
Het Nieuwsblad,derde,derde,"num(type=ord,position=prenom)",51,41,954,142827
De Ware Tijd,volgens,volgens,adp(type=pre),51,33,76,28561
Het Nieuwsblad,weekend,weekend,"nou-c(gender=n,number=sg)",51,47,954,142827
Het Nieuwsblad,zij,hen,"pd(type=pers,person=3,number=pl,position=pron,case=acc|dat)",51,38,954,142827
De Ware Tijd,mens,mensen,nou-c(number=pl),51,29,76,28561
Het Nieuwsblad,partij,partij,"nou-c(gender=f|m,number=sg)",50,31,954,142827
Het Nieuwsblad,zege,zege,"nou-c(gender=f|m,number=sg)",50,42,954,142827
Het Nieuwsblad,men,men,"pd(type=pers,person=3,gender=m,number=sg,position=pron,case=nom)",50,39,954,142827
Het Belang van Limburg,om,om,adp(type=pre),50,34,81,8993
Het Nieuwsblad,echter,echter,adv(),50,39,954,142827
Het Nieuwsblad,zo'n,zo'n,"pd(type=dem,position=prenom)",50,40,954,142827
De Ware Tijd,na,na,adp(type=pre),50,28,76,28561
De Standaard,drie,drie,"num(type=card,position=prenom)",50,33,148,48749
Het Nieuwsblad,auto,auto,"nou-c(gender=f|m,number=sg)",50,24,954,142827
De Ware Tijd,wij,we,"pd(type=pers,person=1,number=pl,position=pron,case=nom)",50,25,76,28561
Het Nieuwsblad,werk,werk,"nou-c(gender=n,number=sg)",50,44,954,142827
De Standaard,europees,europese,"aa(degree=pos,position=prenom,formal=infl-e)",50,13,148,48749
De Ware Tijd,zij,zij,"pd(type=pers,person=3,number=pl,position=pron,case=nom)",49,26,76,28561
Het Nieuwsblad,weg,weg,"nou-c(gender=f|m,number=sg)",49,41,954,142827
De Ware Tijd,wel,wel,adv(),49,28,76,28561
Het Nieuwsblad,wagen,wagen,"nou-c(gender=f|m,number=sg)",49,33,954,142827
Het Nieuwsblad,veld,veld,"nou-c(gender=n,number=sg)",49,39,954,142827
Het Nieuwsblad,vlaams,vlaams,"aa(degree=pos,position=prenom)",49,41,954,142827
Het Nieuwsblad,nooit,nooit,adv(),49,41,954,142827
De Ware Tijd,nu,nu,adv(),49,28,76,28561
Het Nieuwsblad,zitten,zat,"vrb(finiteness=fin,mood=ind,tense=past,number=sg)",49,43,954,142827
De Ware Tijd,zullen,zal,"vrb(finiteness=fin,mood=imp|ind,tense=pres,number=sg)",49,27,76,28561
Het Nieuwsblad,geven,geven,vrb(finiteness=ger|inf),48,39,954,142827
De Standaard,moeten,moeten,"vrb(finiteness=fin,mood=ind,tense=pres,number=pl)",48,30,148,48749
Het Nieuwsblad,hebben,hebben,vrb(finiteness=ger|inf),48,44,954,142827
Het Nieuwsblad,week,weken,nou-c(number=pl),48,40,954,142827
Het Nieuwsblad,misschien,misschien,adv(),48,42,954,142827
Het Nieuwsblad,mogen,mocht,"vrb(finiteness=fin,mood=ind,tense=past,number=sg)",48,39,954,142827
Gazet van Antwerpen,of,of,conj(type=coor),48,38,229,28264
De Ware Tijd,zeggen,zegt,"vrb(finiteness=fin,mood=ind,tense=pres,number=sg,person=2|3,formal=infl-t)",48,23,76,28561
Het Nieuwsblad,moeten,moesten,"vrb(finiteness=fin,mood=ind,tense=past,number=pl)",48,42,954,142827
Starnieuws,in,in,adp(type=pre),48,10,11,3035
Het Nieuwsblad,achter,achter,adp(type=pre),48,45,954,142827
De Standaard,hij,hem,"pd(type=pers,person=3,gender=m,number=sg,position=pron,case=acc|dat)",47,27,148,48749
Gazet van Antwerpen,deze,deze,"pd(type=dem,position=prenom)",47,38,229,28264
Het Nieuwsblad,nemen,nemen,vrb(finiteness=ger|inf),47,44,954,142827
Het Nieuwsblad,vrijdag,vrijdag,nou-p(number=sg),47,41,954,142827
De Standaard,regering,regering,"nou-c(gender=f|m,number=sg)",47,22,148,48749
Het Nieuwsblad,doen,doet,"vrb(finiteness=fin,mood=ind,tense=pres,number=sg,person=2|3,formal=infl-t)",47,44,954,142827
De Standaard,alle,alle,"pd(type=indef,position=pron)",47,37,148,48749
De Ware Tijd,dat,dat,"pd(type=rel,position=pron)",47,31,76,28561
Het Nieuwsblad,daarom,daarom,adv(),47,39,954,142827
De Standaard,onder,onder,adp(type=pre),47,37,148,48749
Het Nieuwsblad,geleden,geleden,adv(),47,41,954,142827
Het Nieuwsblad,naast,naast,adp(type=pre),47,46,954,142827
Het Nieuwsblad,jouw,je,"pd(type=poss,person=2,number=sg,position=prenom)",47,33,954,142827
De Ware Tijd,zijn,zijn,vrb(finiteness=ger|inf),46,27,76,28561
Het Nieuwsblad,vinden,vindt,"vrb(finiteness=fin,mood=ind,tense=pres,number=sg,person=2|3,formal=infl-t)",46,42,954,142827
De Ware Tijd,tijdens,tijdens,adp(type=pre),46,27,76,28561
De Standaard,ander,andere,"aa(degree=pos,position=prenom,formal=infl-e)",46,35,148,48749
De Standaard,tussen,tussen,adp(type=pre),46,31,148,48749
Het Nieuwsblad,vlaanderen,vlaanderen,nou-p(number=sg),46,33,954,142827
Het Nieuwsblad,hand,handen,nou-c(number=pl),46,40,954,142827
Het Nieuwsblad,goed,beste,"aa(degree=sup,position=prenom,formal=infl-e)",46,36,954,142827
Het Belang van Limburg,het,het,"pd(type=pers,person=3,gender=n,number=sg,position=pron)",46,21,81,8993
Het Nieuwsblad,moeilijk,moeilijk,"aa(degree=pos,position=adv|pred)",46,41,954,142827
Het Nieuwsblad,zeer,zeer,adv(),46,36,954,142827
Het Nieuwsblad,extra,extra,"aa(degree=pos,position=prenom)",45,34,954,142827
De Ware Tijd,of,of,conj(type=coor),45,22,76,28561
Het Nieuwsblad,beide,beide,"pd(type=indef,position=prenom)",45,39,954,142827
Het Nieuwsblad,mogen,mag,"vrb(finiteness=fin,mood=imp|ind,tense=pres,number=sg)",45,38,954,142827
Gazet van Antwerpen,geen,geen,"pd(type=indef,position=prenom)",45,30,229,28264
De Ware Tijd,dit,dit,"pd(type=dem,position=prenom)",45,30,76,28561
De Ware Tijd,dat,dat,"pd(type=dem,position=pron)",45,22,76,28561
De Standaard,uit,uit,adp(type=post),45,33,148,48749
Het Nieuwsblad,sinds,sinds,adp(type=pre),45,42,954,142827
Het Nieuwsblad,heel,hele,"aa(degree=pos,position=prenom,formal=infl-e)",45,42,954,142827
Het Nieuwsblad,doelpunt,doelpunt,"nou-c(gender=n,number=sg)",45,35,954,142827
Het Nieuwsblad,graag,graag,adv(),45,35,954,142827
Het Nieuwsblad,winnen,won,"vrb(finiteness=fin,mood=ind,tense=past,number=sg)",45,36,954,142827
Het Nieuwsblad,deel,deel,"nou-c(gender=n,number=sg)",44,40,954,142827
Starnieuws,dat,dat,conj(type=sub),44,10,11,3035
Gazet van Antwerpen,zullen,zal,"vrb(finiteness=fin,mood=imp|ind,tense=pres,number=sg)",44,30,229,28264
Het Nieuwsblad,laten,liet,"vrb(finiteness=fin,mood=ind,tense=past,number=sg)",44,40,954,142827
Het Nieuwsblad,gaan,gingen,"vrb(finiteness=fin,mood=ind,tense=past,number=pl)",44,41,954,142827
Het Nieuwsblad,gaan,gaan,"vrb(finiteness=fin,mood=ind,tense=pres,number=pl)",44,40,954,142827
Het Nieuwsblad,kortrijk,kortrijk,nou-p(number=sg),44,18,954,142827
Het Nieuwsblad,erg,erg,"aa(degree=pos,position=adv|pred)",44,35,954,142827
Het Nieuwsblad,geven,geeft,"vrb(finiteness=fin,mood=ind,tense=pres,number=sg,person=2|3,formal=infl-t)",44,42,954,142827
Gazet van Antwerpen,kunnen,kan,"vrb(finiteness=fin,mood=imp|ind,tense=pres,number=sg)",44,36,229,28264
Het Nieuwsblad,bezoeker,bezoekers,nou-c(number=pl),44,36,954,142827
De Ware Tijd,zo,zo,adv(),44,22,76,28561
De Standaard,gisteren,gisteren,adv(),44,33,148,48749
Het Nieuwsblad,maandag,maandag,nou-p(number=sg),44,42,954,142827
Het Nieuwsblad,pas,pas,adv(),44,42,954,142827
Het Belang van Limburg,dat,dat,conj(type=sub),43,24,81,8993
De Ware Tijd,jij,je,"pd(type=pers,person=2,number=sg,position=pron,case=nom)",43,12,76,28561
Het Nieuwsblad,bij,bij,adp(type=post),43,41,954,142827
Het Nieuwsblad,weg,weg,adv(),43,41,954,142827
Gazet van Antwerpen,tegen,tegen,adp(type=pre),43,24,229,28264
Gazet van Antwerpen,worden,worden,vrb(finiteness=ger|inf),43,32,229,28264
Het Nieuwsblad,daarna,daarna,adv(),43,40,954,142827
De Standaard,mee,mee,adp(type=post),43,33,148,48749
Het Nieuwsblad,zij,haar,"pd(type=pers,person=3,gender=f,number=sg,position=pron,case=acc|dat)",43,25,954,142827
Het Nieuwsblad,weten,weet,"vrb(finiteness=fin,mood=imp|ind,tense=pres,number=sg)",43,36,954,142827
De Standaard,september,september,nou-p(number=sg),43,22,148,48749
Het Nieuwsblad,dag,dagen,nou-c(number=pl),43,37,954,142827
Het Nieuwsblad,staan,staan,vrb(finiteness=ger|inf),43,42,954,142827
Het Nieuwsblad,allemaal,allemaal,adv(),43,37,954,142827
Het Nieuwsblad,den,den,nou-p(part-of-multiword=true),43,30,954,142827
Het Nieuwsblad,brengen,brengen,vrb(finiteness=ger|inf),43,40,954,142827
Het Nieuwsblad,rood,rode,"aa(degree=pos,position=prenom,formal=infl-e)",43,35,954,142827
Het Nieuwsblad,19,19,"num(type=card,position=oth|pred)",43,37,954,142827
De Standaard,waar,waar,"pd(type=w-p,position=pron,case=acc|dat)",43,28,148,48749
Het Nieuwsblad,organiseren,organiseert,"vrb(finiteness=fin,mood=ind,tense=pres,number=sg,person=2|3,formal=infl-t)",43,43,954,142827
De Ware Tijd,geen,geen,"pd(type=indef,position=prenom)",43,27,76,28561
Het Nieuwsblad,laten,laat,"vrb(finiteness=fin,mood=imp|ind,tense=pres,number=sg)",42,38,954,142827
Gazet van Antwerpen,dan,dan,adv(),42,33,229,28264
De Standaard,vooral,vooral,adv(),42,30,148,48749
Het Nieuwsblad,vrouw,vrouw,"nou-c(gender=f|m,number=sg)",42,26,954,142827
Het Nieuwsblad,mogen,mogen,"vrb(finiteness=fin,mood=ind,tense=pres,number=pl)",42,37,954,142827
Het Nieuwsblad,minder,minder,"pd(type=indef,position=pron)",42,37,954,142827
De Standaard,aan,aan,adp(type=post),42,33,148,48749
De Ware Tijd,moeten,moeten,"vrb(finiteness=fin,mood=ind,tense=pres,number=pl)",42,31,76,28561
Gazet van Antwerpen,zo,zo,adv(),42,34,229,28264
